"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"2707","Ava Scott",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Great functionality","Love being able to see where my money is, and put it into little spaces so that I can save easily, for specific things. Great customer service as well.Improvements:- would be great to be able to use the google pay function without a working card (had to cancel the physical card, but I couldn't use my phone, was annoying! stops me from wanting to change over to Starling fully)- be able to look back at past days spending, on a sort of timeline of spending (see if i have hot spots during the week of spending etc)","Hi Ava, Thanks for taking the time to leave your review and comments, we do appreciate it.You can use your card on google pay, If you need any further help with setting this up, please reach out to our customer service team and they'll be happy to help - https://www.starlingbank.com/contact/Team Starling.",515
"2708","kevin porter",NA,12,NA,2019-07-25,NA,TRUE,"Very happy with the service and online…","Very happy with the service and online information.I am sharing with my friends  and family.Well Done and Thanks.",NA,113
"2709","Mihai",NA,5,NA,2019-07-25,NA,TRUE,"Great card!","Great card, great account, no fees, easy to use, fast and reliable. All in all I love the Starling account and card and I use it quite a lot when I travel outside of the UK.",NA,173
"2710","Andy",NA,2,NA,2019-07-25,NA,TRUE,"Fantastic levels of customer service","Fantastic levels of customer service. App is great. I now use Starling as my mine account rather than my old account with a huge high street bank.Only issue is the card is cheap and flimsy and the print is starting to rub off.",NA,226
"2711","Abby  Seales",NA,1,NA,2019-07-25,NA,TRUE,"Great for travellers!","I used Starling whilst I was backpacking Asia for the last 4 months. I never had one issue with the card nor withdrawing money. It’s the perfect card for travellers. The app is great and easy to use too. I love it.",NA,214
"2712","Sue Stobbs","https://user-images.trustpilot.com/5c0cb4c6f1abeb9d8b42dc4d/73x73.png",3,NA,2019-07-25,NA,TRUE,"Recommended to me by a friend...","Recommended to me by a friend.  Easy sign up but still with proper checks and I’d carried out.  The card arrived very shortly after signing up.  Used it abroad and got no charges, it was the same as using it in this country.  I am able to keep a track of my spending, save towards a goal. If this bank can make things so easy and no charges then why can’t the other greedy banks do the same?",NA,391
"2713","Ross Hardy",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Wonderfull app makes saving easy…","Wonderfull app makes saving easy without having multiple banks. The spaces work wonders for me so I can seperate my money. Would be great if there was a button to allow you to spend from a saving space. e.g I have a space for fuel so I can budget my fuel being able to select my fuel saving pot to buy fuel instead of withdrawing would be a really handy feature. Other than that it's a great app would recommend to anyone","Hi Ross, Thanks for taking the time to leave your review.We're not looking to introducing spending from a Space at this time but we'll be happy to pass this suggestion onto our feedback team for you.Team Starling.",421
"2714","Rose Radtke",NA,2,NA,2019-07-25,NA,TRUE,"Good tech!","Smooth experience with Starling so far. I love the app – so easy to use!",NA,72
"2715","Dougie Bryson",NA,2,NA,2019-07-25,NA,TRUE,"Great bank with great customer service","Great bank with great customer service",NA,38
"2716","Craig Donnachie",NA,13,NA,2019-07-25,NA,TRUE,"Love the simple interface","Love the simple interface, instant deposits and notifications. Would highly recommend to anyone, particularly when travelling abroad.",NA,133
"2717","Lynn Zambrano",NA,2,NA,2019-07-25,NA,TRUE,"Easiy to use app","Easiy to use app",NA,16
"2718","Robin George","https://user-images.trustpilot.com/5ba3e2904de5666d34c36215/73x73.png",7,NA,2019-07-25,NA,TRUE,"I am concerned as to what happens if…","I am concerned as to what happens if you lose your phone abroad. I am not great with Security questions",NA,103
"2719","Brian Wilson",NA,2,NA,2019-07-25,NA,TRUE,"Easy to use","Easy to use and great rates for overdraft",NA,41
"2720","3Box Collate",NA,3,NA,2019-07-25,2019-07-25,TRUE,"Banking with Starling","Everything that you require to 'service' your Starling Bank account is included in their Mobile Phone banking App. Even the help is available via the App - in text 'chat' format - so no need to be confused by foreign accents.Should you require a formal bank statement, you can email that to yourself.  Should you require a PDF or CSV format file of transactions for your 'financial' representative, then they can be selected and sent via email to yourself for later forwarding.The App is rarely unavailable or 'down' and has proven to be very secure - accessed via my mobile phone scanned 'fingerprint'.I upgraded my phone before I transferred my account.The Starling Bank account comes with a DEBIT card for online and day to day cashless shopping.Cash and cheques are credited to your account via the 5* Post Office branch network.The SWITCH to Starling from my old high street bank was seamless - I even chose the final transfer date. Note that the Starling Bank account was available for my use before that date.So far, I have only transferred my business 'current account' over but, I will be moving my own 'current account' over to Starling very soon. After which point - once I have supplied my fingerprint to the App, there will be a further step to select which account I want to process.Finally, I have not encountered any bank charges - which is great.","Hi, Thank you for the lovely review and comments about your experience with opening an account.It's great to have you on board as a business account holder and we look forward to welcoming you as a personal account holder as well.Team Starling.",1363
"2721","Stuart Crane",NA,1,NA,2019-07-25,NA,TRUE,"Best Modern Bank","Best Modern BankHaving tried the imitation banks, ""Payment Service Providers"" Starling flies above them all.Very happy with our personal accounts, joint accounts, and business accounts.Very happy to recommend to any modern-day thinker.",NA,235
"2722","Mark",NA,7,NA,2019-07-25,NA,TRUE,"Great way to Bank.","Really simple App banking and customer service is very responsive.",NA,66
"2723","Eunice Olusoga",NA,2,NA,2019-07-25,NA,TRUE,"You are doing very well","You are doing very well.  You attend to customers in time and your system regarding banking processes is brilliant.",NA,115
"2724","Adam Wright",NA,1,NA,2019-07-25,2019-07-25,TRUE,"The app is pretty good to be fair","The app is pretty good to be fair, but unfortunately when you have to lean on the customer services I've found it's been pretty poor. Also as a new bank, it feels like they're making regular mistakes that impact customers. Especially as a small business, the negative impact of changes to their app and how it links to accountancy software aren't really thought out, or remedied. But painful really","Hi Adam,We are sorry to hear about your experience contacting our customer service team. This is not the level of service we aim to provide.Please be assured we have passed your feedback on, as we are always looking for ways to improve the customer experience.Team Starling",398
"2725","Richard Henderson",NA,1,NA,2019-07-25,NA,TRUE,"Great account","Great account. Allows me to keep track of my money in a convenient way.",NA,71
"2726","Matt Bennett",NA,1,NA,2019-07-25,2019-07-25,TRUE,"👌🏻👌🏻👌🏻👌🏻","Super easy registration, easy to use app i love the fact that transactions come through instantly, really easy to transfer funds to other accounts and i thing having the ability to put money aside as savings within the app is genius . 10/10 keep up the good work!!","Hi Matt, Thanks for your review. It's great to have you on board and we do appreciate your support.Team Starling.",264
"2727","d morton",NA,6,NA,2019-07-25,NA,TRUE,"Easy set up process and really good…","Easy set up process and really good technology really impressed so far and have been using for about three months",NA,113
"2728","Angela Gillan",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Fantastic!!","The application process for my business account was quick and easy, everything was done through my phone or on instant chat. Received my card within days and started using the account straight away transferring money in and out. I was so happy with the service I received I then opened a personal account and then recommended Starling to my partner who also opened a personal account and then we both opened a joint account - we both love Starling. (Would have been great if I had received a little something for recommending he opens a personal and joint account)","Hi Angela, Thank you for your review.It's great to hear that opening up your account was smooth sailing and so nice to hear you're recommending it.We do appreciate your support and it's great to have you on board.Team Starling",564
"2729","John Turzynski",NA,2,NA,2019-07-25,NA,TRUE,"Gives me just what I need and want.","Gives me just what I need and want.",NA,35
"2730","Grace",NA,2,NA,2019-07-25,NA,TRUE,"Highly recommend!","Great! I’d highly recommend and the is wonderful-  very user friendly!",NA,70
"2731","Tracey G",NA,6,NA,2019-07-25,NA,TRUE,"Best bank ever!","Best bank ever! Its great to be able to go on holiday and not pay ridiculous fees to use a debit card or ATM. The app works really well, payments instantly appear. Don't change anything and keep up the great work Starling!",NA,222
"2732","Vasco  Schreck",NA,1,NA,2019-07-25,NA,TRUE,"So far I have had great experiences…","So far I have had great experiences with starling bank, no faults for now, keep up the great work! 👍👍",NA,101
"2733","Patwinder Gurdatta",NA,1,NA,2019-07-25,NA,TRUE,"I think it’s a brilliant banking…","I think it’s a brilliant banking system. A proper bank like the high street with no frills n fees Just one update would be good to have .. a log out  icon. Always find it risky to come out of the app without logging out otherwise you guys deserve 5 stars Always recommend it to all my friends n associates",NA,305
"2734","Susan",NA,2,NA,2019-07-25,NA,TRUE,"Like the simple screen and easy…","Like the simple screen and easy navigation. Like the fact I know each day what is happening tomorrow in my accounts. Found staff helpful and informative",NA,152
"2735","Dominic Newbould",NA,1,NA,2019-07-25,NA,TRUE,"Starling gives me exactly what I need","Starling gives me exactly what I need - simple, efficient interface and good access to ATMs wherever I am in the world.",NA,119
"2736","Lewis MacMillan",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Starling Bank has been incredibly…","Starling Bank has been incredibly helpful in my daily life especially when travelling abroad in Europe on business. Its ease of use and recognisable design makes Starling stand out and often makes people as who ""Starling"" is which gives me the chance to tell them how good a bank they are. Setting up the account was the easiest thing and how quick they tell me how much i spend, and providing a breakdown on my spending, helps me budget my months accordingly. I cannot recommend Starling Bank enough to people.","Hi Lewis, Thanks for the lovely review and comments.It's great to have your support and so nice to hear you like it so much your spreading the word! We do appreciate it.Team Starling.",511
"2737","Shabbir D",NA,5,NA,2019-07-25,2019-07-25,TRUE,"6 months user and very happy. 10/10 Highly recommended.","Been using starling for 6 months and so far it has been great 10/10.Chat is available when you have an enquiry. When money is paid,  you get instant notifications. You can deposit money (cash) in the post office which is really handy for me. Would highly recommend Starling Bank. Please note if using account for Euros for your holiday, there are some changes coming in September where you will be charged a fee. It is currently free. They have raised the roof in standards in the Banking world compared to other traditional high street banks","Hi Shabbir, Thanks for taking the time to leave your review.It's lovely to hear the last 6 months have been a great experience for you.Please do keep an eye on our social channels for exciting news and updates in the future.Team Starling",542
"2738","Elizabeth Pringle",NA,1,NA,2019-07-25,NA,TRUE,"Information instant very easy to use","Information instant very easy to use",NA,36
"2739","Sonya",NA,6,NA,2019-07-25,NA,TRUE,"So easy to set up and use","So easy to set up and use, perfect for a freelancer and so intuitive.",NA,69
"2740","Ina Wallace",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Love the name and love the way you…","Love the name and love the way you work. Virtually instant screen notification of transactions - making it easy to keep track of my bank balance - and so easy to transfer monies between accounts. Best banking experience ever!","Hi Ina, Thanks for the lovely review and comments.We do appreciate your support.Team Starling.",225
"2741","L cousins","https://user-images.trustpilot.com/554f4c580000ff0001bdfbeb/73x73.png",7,NA,2019-07-25,NA,TRUE,"Just so easy to use","Just so easy to use - instant report on all incoming and outgoing payments  Lov it",NA,82
"2742","Michael Speed",NA,1,NA,2019-07-25,NA,TRUE,"Superb layout","Superb layout, crystal clear and easy to yse",NA,44
"2743","Holly Jayne","https://user-images.trustpilot.com/59314ee30000ff000a9f188b/73x73.png",3,NA,2019-07-25,2019-07-25,FALSE,"Lost all faith","I have been loving starling until trying to deal with customer service. Apparently it takes up to 24 hours for payments to show on your account so any bills set for payday don’t get paid. Their reaction to this is “oh well”. Sitting here on payday hoping that the money will have cleared in my account in time for my bills to be paid at 4pm, Starling aren’t even able to tell me if there is a payment sitting there waiting to clear & my company don’t get a BACS return until Monday. Girl on the phone couldn’t have been less interested. I would never have signed up had I have known that they would be like this when it matters. Lost all faith.","Hi Holly, We're sorry to hear about your experience as its sounds like you didn't receive the high level of service we aim to provide to all of our customers. We're keen to look into this issue further for you, please email us with the reference review61282 - help@starlingbank.comTeam Starling",644
"2744","customer",NA,3,NA,2019-07-25,NA,TRUE,"Does the money side of things as well…","Does the money side of things as well as other similar banks, but is outstanding on customer service, speed of response and accessibility",NA,137
"2745","Callum Anderson",NA,2,NA,2019-07-25,NA,TRUE,"Completely changed my impression of…","Completely changed my impression of what a bank could do. I can manage my money, pay my friends and pay for things - all from my smartphone. Keep up the great work!",NA,164
"2746","Abi",NA,1,NA,2019-07-25,NA,TRUE,"The best travel card out there","Made travelling abroad so easy! I was able to withdraw money from most ATMs with no charge, which was very useful.",NA,114
"2747","SB",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Great card - especially when travelling","Appreciate how a notification comes through instantly. Easy to keep track of balance, make transfers, stop card and get replacement if necessary (and quick replacement). App is so easy to use and exchange rates very fair. Great for foreign exchange rates. Have told lots of friends and family to get a Starling Card.","Hi, Thank you for your review.It's great to have you on board and we appreciate your support.Team Starling",316
"2748","Fiona",NA,2,NA,2019-07-25,NA,TRUE,"Easy to use and instant notifications…","Easy to use and instant notifications makes it very convenient for me.",NA,70
"2749","Jason",NA,7,NA,2019-07-25,NA,TRUE,"Exactly what a modern bank should be","I came away from a competitor bank having had a really unpleasant experience, but decided to give Starling a try nonetheless. Thank goodness I did. Nothing but praise for the fledgling operation. The app functions perfectly, responses to help are dealt with effectively, it’s exactly what I need from a modern bank.",NA,315
"2750","Antonietta Brienza",NA,3,NA,2019-07-25,2019-07-25,TRUE,"Ease and peace of mind","Really easy to use, if you have a question there is always someone you can chat to on-line. Removes any worry when you need an answer there and then. I have come across no stumbling blocks. The app is full of clear information which is easy to follow. The app all round is well thought through. Great experience!Thank you","Hi Antonietta, Thanks for taking the time to leave your review.It's great to have you on board and appreciate your support.Team Starling.",321
"2751","Rick",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Simple","Simple, secure, feature rich. Such easy banking, full of features such that you really don't need customer services for anything and when you do they're so helpful. Overdrafts are explained simply and self managed with charges clear too. Nothing is hidden in small print and Apr  figures. Finally there's the free usage overseas. Not only does this give you freedom to not carry excessive amounts of cash (as you can use your card like at home) but you get a fantastic rate. In fact the exchange rate is better than any deal you'll get in the UK before you go.","Hi Rick, Thanks for taking the time to leave your review.It's great to hear you're loving all the great features of the app such as free fee when using your card abroad.Team Starling.",560
"2752","Sarah Hawkins",NA,1,NA,2019-07-25,NA,TRUE,"Great banking app and fast efficient…","Great banking app and fast efficient service I work for a large building society and prefer to use this bank",NA,108
"2753","Ilyas Dhin",NA,3,NA,2019-07-25,NA,TRUE,"Easy to use","Easy to use, reliable and it just works.",NA,40
"2754","Anders",NA,12,NA,2019-07-25,2019-07-25,TRUE,"Best bank ever","Best bank ever. Love it. So simple, straight forward no nonsense like the traditional banks. And traditional banks are slower than snails, and they still live in Stone Age and think the customer should be grateful having an account with them. I say they will be extinct like the dinosaurs if they don’t change drastically to the better. Starlings app is extremely easy to use too. And the cherry on top is interest on your monies. And no monthly fee either. No other similar bank services offers that.Starling is way ahead of the wannabe competitors.","Hi Anders, Thanks for taking the time to leave your review.It's great to have you on board and we appreciate your support.Please do keep an eye on our social channels for future news and updates.Team Starling.",550
"2755","Paul Basford",NA,2,NA,2019-07-25,NA,TRUE,"Starling banking is perfect for my everyday needs","Starling banking is perfect for my banking needs. I can connect with my bank via the app on my phone and complete all the tasks I need on a daily basis. The app is clear, easy to use and keep me totally informed on my spending activity. I love it.",NA,247
"2756","Aaron Taylor",NA,1,NA,2019-07-25,NA,TRUE,"Great app and interface","Great app and interface. Really easy to monitor and keep track of all my finances.",NA,82
"2757","Martin Smith",NA,2,NA,2019-07-25,NA,TRUE,"Breath of fresh air","Simple set up and very easy to use",NA,34
"2758","durham",NA,13,NA,2019-07-25,NA,TRUE,"easy and simple to use","easy and simple to use, good customer service",NA,45
"2759","vikki Murray",NA,2,NA,2019-07-25,NA,TRUE,"Starling are great quick and easy to use","Payments go through so quick and easy and they make it so easy to save",NA,70
"2760","John d",NA,2,NA,2019-07-25,2019-07-25,TRUE,"Quite honestly the worst ""bank"" ever.","Quite honestly the worst ""bank"" ever.Poor communication.Nobody knows what they are doing.Have switched back to a normal everyday bank.Where if any issues people with knowledge and experience are there on hand to help.Either in bank itself or on phone or onlineMy honest opinion is if your thinking of using starling .....DONT..Stick with the normal banks","Hi John, Thank you for taking the time to leave your review.We're sorry to hear about your experience and we'd like to look into this issue further for you. Please send us an email with the reference number review61281 - help@starlingbank.com.Team Starling",354
"2761","Songsak Sringam",NA,1,NA,2019-07-25,NA,TRUE,"I very like online starling bank…","I very like online starling bank because Very good protection and very easy to use and every thing of statement I can check any time.",NA,133
"2762","Arpad Katona",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Money saver as you spend","Would be nice if we could set a automatic saver for the money when we are shopping. Something which would round the money up.","Hi Arpad, Thanks for taking the time to leave your review.We do offer the option to round up your spending in to Spaces. Just head to the Spaces section and when setting this up you can choose the option to Round up your spending - https://www.starlingbank.com/current-account/Team Starling",125
"2763","Craig Matheson",NA,2,NA,2019-07-25,2019-07-25,TRUE,"I love Starling Bank","I love Starling Bank. The ease of the application. Actually how easy everything is compared to my other bank Lloyds. I get paid in USD so I cannot get my salary paid direct to Startling, hopefully in time a facility will open up to make this possible.","Hi Craig, Thanks for your review.It's great to have you on board and please do keep an eye on our social channels for future news and updates.Team Starling.",251
"2764","Peter",NA,1,NA,2019-07-25,NA,TRUE,"Best bank by miles","Best bank by miles - opened several sole and joint accounts all easy. Transferring money to our starling euro account is easy and will be opening a business account soon as well,",NA,178
"2765","Roadel  McDowall",NA,1,NA,2019-07-25,NA,TRUE,"Efficient and responsive to clients…","Efficient and responsive to clients needs in a quick and timely manner!",NA,71
"2766","Hadeel Dawod",NA,1,NA,2019-07-25,NA,TRUE,"Very helpful","Really amazing and helpful bank .",NA,33
"2767","Philip Carr",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Slow start getting initial credit and…","Slow start getting initial credit and balance acknowledged but all transactions now very fast. Card control excellent, blocking atm, police etc individually good idea, pity card status not on main screen, some websites don’t automatically try transaction again or notify waiting for input. A reminder that you’ve blocked certain events would be useful at my cautious age!","Hi Philip, Thanks for taking the time to leave your review.We do appreciate the feedback and comments and will be sure to pass this onto our various teams for you.Team Starling",371
"2768","SJ",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Making business banking easy","Such a great service, makes business banking so easy and collects all data on the app. Great you can see a summary of expenses at a quick glance - within different categories. Highly recommended. Thank you Starling","Hi, Thanks for your review.It's great to have you on board and we appreciate your support.Team Starling",214
"2769","Pasquale Estosito",NA,2,NA,2019-07-25,2019-07-25,TRUE,"Best bank I have ever had","Best bank I have ever had, service is second to none, customer service is superb, the response to my queries have always been answered speedily and professionally.... a bank to be proud of... thanks 🙏","Hi Pasquale, Thanks for taking the time to leave your lovely review.We appreciate the support and we'll be sure to pass on your comments to our teams for you.Team Starling.",200
"2770","Kevin C",NA,1,NA,2019-07-25,NA,TRUE,"Works great","The app is great, very convenient for banking on the go. Asking for help regarding the app is easily done through the customer service tab, and expect quick and useful responses.",NA,178
"2771","Peter Ashley","https://user-images.trustpilot.com/5256896b00006400014fcc3b/73x73.png",3,NA,2019-07-25,2019-07-25,TRUE,"Second Card","Very good on all fronts, except...It is unreasonable to limit a small business to a single card.","Hi Peter, Thanks for the review.You maybe aware we've just launched multi owner business accounts but we'll be sure to pass on your feedback to our teams for you.Team Starling",96
"2772","edward kennedy",NA,2,NA,2019-07-25,NA,TRUE,"Easy to use app","Easy to use app, Easily see where and how you’re spending your money. A good , separate wallet to save for your goals.",NA,118
"2773","Michael Snippit",NA,1,NA,2019-07-25,2019-07-25,TRUE,"Got the card for spending abroad","Got the card for spending abroad and it has worked flawlessly in every countryThought that I would use it only for foreign trips but because of the instant messaging and cost breakdown I am using it more at home as I would know it was being fraudulently usedMy other cards can take a day to show my spendSeveral of my friends I have told now have a Starling card Excellent bank","Hi Michael, Thanks for taking the time to leave your review.We do appreciate your support and it's great to hear your spreading the word!.Team Starling",377
"2774","Toby",NA,1,NA,2019-07-25,2019-07-25,TRUE,"A great bank with superb customer support","I love this bank as it is so incredibly easy to use and navigate through on the app. The customer support is outstanding and I have only ever had good experiences with them. They make it seem as if they really care about any problems you may have and go out of their way to fix them.","Hi Toby, Thank you for taking the time to leave your review.We do appreciate your support we'll be sure to pass on your lovely comments on as feedback for you.Team Starling",283
"2775","Umeshan valendran",NA,2,NA,2019-07-25,NA,TRUE,"Excellent online bank!","Brilliant system app is very user friendly and stylish. I use starling for my day to day transactions and will soon be switching over fully!",NA,140
"2776","Gavin England",NA,1,NA,2019-07-25,NA,TRUE,"Simply excellent","Easy to use, great for tracking my spend in real time. So much simpler than the main Bank websites and apps. True banking convenience!!",NA,135
"2777","Mr & Mrs Jay, Stockport",NA,5,NA,2019-07-25,2019-07-25,TRUE,"The app is well thought out robust and…","The app is well thought out robust and reliable. I opened this account for my holiday money and found this way of banking so simple and straightforward that I use it for saving money and so many other ways u’d not originally planned. I just wish they’d raise the amount you can save and still receive interest on","Hi, Thanks for taking the time to leave your review.We appreciate the support and we'll pass on your feedback regarding interest.We currently offer 0.5% AER on positive balances up to £2,000, 0.25% AER on positive balances above £2,000 up to a maximum of £85,000.Team Starling.",312
"2778","Grayson",NA,1,NA,2019-07-25,NA,TRUE,"In an age where banks don't want to be…","In an age where banks don't want to be in every town, the online part of it is the most important. Starling do this superbly.  User interface so simple and intuitive.",NA,166
"2779","Richard Norbert Conroy",NA,1,NA,2019-07-25,NA,TRUE,"Very simple to use","Very simple to use. I started using Starling for travel. Now I use the bank for most of my transactions",NA,103
"2780","jim",NA,5,NA,2019-07-25,2019-07-25,TRUE,"I was a bit worried when I first…","I was a bit worried when I first swapped to Starling bank as I wasnt familiar with the name but the service has been fantastic. Free banking, paying cheques in via Freepost and easy to navigate app. Great service, recommended.","Hi Jim, Thanks for taking the time to leave your review.It's great to have you on board and do keep an eye on our social channels for future news and updates.Team Starling",226
"2781","Customer",NA,2,NA,2019-07-25,NA,TRUE,"Great app all the features you need","Great app all the features you need. Simple to use and great to get away from the mainstream banks and looking forward to new features with customers in mind.",NA,158
"2782","Danny Moors",NA,1,NA,2019-07-25,NA,TRUE,"Starling bank excellent","Such a brilliant service.  Best account I have had for years . Instant access to online information cheep fees for overdrafts. Well done starling. Well recommended.",NA,164
"2783","Philip Jefferies",NA,2,NA,2019-07-25,NA,TRUE,"Very easy to use and excellent customer service","Very easy to use and excellent customer service",NA,47
"2784","Kelly",NA,8,NA,2019-07-25,2019-07-25,TRUE,"Great experience so far","Great experience so far. Setting up accounts - even business - was so easy. Cards came quickly in nice envelopes. Customer service has been great - especially appreciate the live chat function. And the app makes visualising your spending easy. This is what banking should be like!","Hi Kelly,We loved reading your review!We reckon banking doesn’t need to be so complicated. Simplicity is beautiful!Thanks for you support.Team Starling",280
"2785","Irinel Bumbac","https://user-images.trustpilot.com/5d394696bd87978cdbde9df9/73x73.png",1,NA,2019-07-25,NA,TRUE,"Very Good","Good Morning a Bank is a very good",NA,34
"2786","Mr Jibron Saad",NA,2,NA,2019-07-25,NA,TRUE,"I love starling bank very transparent","I love starling bank very transparent",NA,37
"2787","Giorgian Militaru",NA,1,NA,2019-07-24,NA,TRUE,"Great Bank","Great Bank! No problem everywhere i go, very nice app. My only bank and card here in UK",NA,87
"2788","Mark Conlon",NA,1,NA,2019-07-24,2019-07-25,TRUE,"Starling are how every bank should…","Starling are how every bank should operate, but don't. I'd switch to them now if I were you. You'll be up and running from your sofa before the kettle boils and armed with a debit card before your parent's have asked how you bank a cheque (you can bank a cheque by the way and their App will tell you how!)Good luck with it and enjoy banking as it should be.","""Before the kettle boils""- We do love that one Mark.Do keep an eye out for some of the exciting features we hope to release in the coming months.Thanks for your support.Team Starling",358
"2789","Fergus",NA,1,NA,2019-07-24,2019-07-25,TRUE,"So far so good","So far so good. I tend to use Starling mainly as a travel money card. Initially I thought it would have poor rates and costs for exchanging but I’ve found it’s the opposite. I recently went to Prague but bought cash from M&S before going. I ended up needing to use my card to get public transport tickets so used my Starling card. After doing this I found the rates used on that account were far better than the cash rates at M&S and other places I also looked to buy cash. This saved me a lot of money in the end.I should note that I used the post office travel card on previous trips to Europe and it worked great but it didn’t have the Czech Koruna and you have to top up the card with minimum amounts of £50, whereas with Starling it doesn’t matter, you just have your account and spend like normal in the UK.Despite this, I still don’t use Starling as my main account, just because I’ve already got payments and income constantly coming out of another bank account from a separate bank but Starling is great for when I need to travel and I would highly recommend it, both as a trustworthy main account and travel card.","Hi Fergus,Thank you so much for leaving a great review.We’re big fans of taking some teal abroad and we’re glad you’re taking advantage of the great rates and free withdrawals and transactions.Team Starling",1123
"2790","Damian",NA,1,NA,2019-07-24,2019-07-25,TRUE,"Modern business banking is ...","I have opened 3 business accounts in the past and this was the least painful by far. Starling blows the dinosaur business banking accounts out of the water, it is easy to use and they are quick to respond, fluid banking for an owner managed business. My only feedback would be a facility to share the account with another director or to enable a dual account, as it is quite restricting one business owner only having access to spend etc.","Hi Damian,You can now have a business account with more than one person of significant control! We're really happy you're enjoying banking with us and we hope to release better and exciting features in the coming months. Stay tuned!Team Starling",438
"2791","Gillian Barrie",NA,1,NA,2019-07-24,2019-07-25,TRUE,"We got joint starling accounts for our…","We got joint starling accounts for our European travel adventure after reading the online reviews. We have been using them for 4 months now and absolutely love it! The account was so easy and fast to set up. The information on our accounts on the app far exceeded our expectations. The app categorises the second and the monthly total really helps us monitor our spend and budget. I have recommended Starling to so many people now. Deserves every one of the 5 stars I have given it. Keep up the good work Starling!!","Thank you so much for the fabulous review Gillian. We're really happy the app is helping you manage your money better and monitor monthly spending. We really appreciate the support.Team Starling.",515
"2792","Bert",NA,1,NA,2019-07-24,NA,TRUE,"5 months + of modern, sleek banking.","So far I’ve been using my Starling A/C for 5 or so months and it’s been trouble free from the opening of the account to using my card and the App. To improve my service the expansion of the cash back / discounts and rewards facilities would be great but I appreciate when you live outside the main metropolis you have to wait for these things.",NA,343
"2793","MarkR",NA,2,NA,2019-07-24,NA,TRUE,"Love it","Love it.  So easy to use over the convensional banking apps I have used in the past.  Spaces feature is nice to setup and manage savings at the click of a button.  Only thing that would be nice to have is an online app that you can you.",NA,236
"2794","Theo de By",NA,1,NA,2019-07-24,2019-07-24,TRUE,"A shame there is no account for a small…","A shame there is no account for a small limited company (yet?)For private banking its great!","Hi, Thanks for taking the time to leave your review.Keep an eye on our social channels for new and exciting updates/features such as the just announced Multi Owner Business accounts.Team Starling.",92
"2795","James D",NA,1,NA,2019-07-24,NA,TRUE,"Good people to bank","Good people to bank with although honestly I mainly use it for the overdraft because of the good rates they offer.Also the app side of it as well is pretty on point  in regards to the layout and simplicity.",NA,206
"2796","Dave Saxton",NA,3,NA,2019-07-24,2019-07-24,TRUE,"Starling fulfils my need for a simple…","Starling fulfils my need for a simple facility where I can control my finances via an app. I can withdraw money and pay for things using my card. This applies in other countries without a foreign exchange rate charge. IT's everything I need on a single card.","Hi Dave,Thanks for taking the time to leave your review, we do appreciate your support.It's great to have you on board and keep an eye on our social channels for new and exciting updates.Team Starling.",258
"2797","Piotr Krysztofiak",NA,1,NA,2019-07-24,NA,TRUE,":) Dobrej jakości",":)dobra jakość :)",NA,17
"2798","Jo",NA,4,NA,2019-07-24,2019-07-24,FALSE,"International payments always down","International payments always down I have starling to make international payments for my wedding abroad, but their payments system is always down - so frustrating.","Hi Jo,We are sorry to hear you are having trouble making international payments. We are keen to look into this further for you. Please send an email to help@starlingbank.com quoting reference Reviews-61276. We will be able to pick this up.Team Starling",163
"2799","Brian",NA,3,NA,2019-07-24,NA,TRUE,"Excellent app easy to use","Excellent app easy to use. Good exchange rate abroad.Plenty of info relating to spending and interest paid.",NA,107
"2800","Will","https://user-images.trustpilot.com/51370dfa0000640001331fea/73x73.png",6,NA,2019-07-24,NA,FALSE,"Avoid!!","If Customer Service and communication are important to you. Starling Bank should be avoided at all costs. UK’s number one irresponsible banker! @AnneBoden",NA,154
"2801","David Sharp",NA,1,NA,2019-07-24,NA,TRUE,"Really smart banking.","I have both a business and now personal account with Starling Bank. Really easy to set up and manage and a smart view of up coming transactions, both in and out.",NA,161
"2802","Jessica",NA,1,NA,2019-07-24,NA,TRUE,"*NEWSFLASH* No queuing to talk to someone!","Always at the end of the phone! Great app. Instant notifications. A breath of fresh air in banking : )",NA,102
"2803","Thomas John Houston  Plumb",NA,1,NA,2019-07-24,2019-07-24,TRUE,"I love the bank and tell everyone about it","I would like to have more control over the category. So I can personalised is it better for me","Hello Thomas, thanks a lot for your review and for your feedback. While this is not something that we are doing at the moment, we will definitely pass your feedback onto the relevant team so that they might look into it. Team Starling",94
