"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"56","Birce",NA,1,NA,2019-11-10,2019-11-11,FALSE,"Horrible customer service","Horrible customer service, takes ages to get a response for a request. I guess asking for a debit card is the primary thing you could ever ask from your bank and should not take you weeks until you get it. I have been waiting for a single response for the last 5 days Monese. If replying takes so long, cannot imagine how long will it take me to receive the card, if it ever happens!","Hello Birce!We're very sorry for the long response time. Our Customer Support Team works every day to improve our communication with customers and this will surely change in a very near future. Your feedback will definitely be shared with the relevant team. Also, sometimes the response time may vary depending on the volume of incoming requests. Seems like a person from our Support Team has already replied to your Chat message, kindly take a look :)All the best,The Monese team",383
"57","CHRISTOPHE HUET",NA,2,NA,2019-11-10,2019-11-11,TRUE,"Monese : très bonne surprise","Ouverture du compte rapide, Transaction en temps réel, alimentation du compte très simple, transactions avec localisation géographique des achats +  coordonnées et horaires d’ouverture des enseignes associées aux transactions, je recommande fortement. Compte simple d’utilisation, service client sérieux.","Bonjour Christophe!Parfait! Nous sommes heureux d'apprendre que vous êtes satisfait des fonctionnalités de notre application :)Nous travaillons beaucoup pour fournir aux clients une expérience fluide et cela signifie beaucoup lorsque nous entendons des clients satisfaits.Bonne chance,L'équipe Monese",304
"58","customer",NA,2,NA,2019-11-10,2019-11-11,TRUE,"compte bancaire international carte…","compte bancaire international carte guichet internationale contra ça depent a votre besoins possibilités davoire un compte en € et un autre en £ chaque compte avec sa carte guichet les transaction rapide et instantanée","Salut!merci de partager vos pensées avec nous!Nous sommes heureux de constater que vous êtes satisfait de nos solutions :)Bonne chance,L'équipe de Monese",218
"59","Jorge Adriano",NA,1,NA,2019-11-10,2019-11-11,TRUE,"Para já ainda não tenho opinião","Para já ainda não tenho opinião",NA,31
"60","Eya",NA,1,NA,2019-11-10,NA,NA,"Praesent nec erat convallis","Lorem ipsum dolor sit amet, consectetur adipiscing elit.","Olá Jorge!Obrigado por sua avaliação!Esperamos que em breve você tenha uma opinião também positiva sobre nossas soluções :)Tudo de melhor,Equipe Monese",56
"61","Bogumil Waclaw",NA,1,NA,2019-11-10,2019-11-11,TRUE,"Karta","Jestem zadowolony z możliwości jakie daje monesse","Cześć Bogumil!Zawsze będziemy tu dla ciebie! Dziękujemy za pozytywną recenzję i podzielenie się z nami swoimi przemyśleniami :)Wszystkiego najlepszego,Zespół Monese",49
"62","Jymmymasterson",NA,1,NA,2019-11-10,2019-11-11,TRUE,"Adorei o app","Adorei o app ele é bem fácil de mexer","Olá!Perfeito! Simplicidade é um pilar muito importante para nós e ficamos felizes que isso esteja tornando sua experiência positiva :)Obrigado por compartilhar suas impressões conosco!Tudo de melhor,Equipe Monese",37
"63","Andrew Donaldson",NA,3,NA,2019-11-10,2019-11-11,FALSE,"Taking over a week to process my…","Taking over a week to process my application? I don't think so - bye-bye Monese!","Hello Andrew,We're very sorry to hear that your account opening took more time than usual. We always aim to provide customers with the most fluid possible experience but sometimes isolated situations might happen.It looks like your requests have already been answered via email. Feel free to get back to our Support Team if you have any further questions. All the best,The Monese team",80
"64","Deimantas",NA,2,NA,2019-11-10,2019-11-11,FALSE,"Good app easy to use","Very handy app, works perfect. Easy to use. Get a 15€ bonus and free card with promo code: DEIMA856. Sign up and order free card then make first payment with your card and you will get 15€ into your account.","Hey there, Deimantas!Great! We're glad to hear that you're enjoying your experience with Monese :)Also nice to see that you're enjoying our referral program! All the best,The Monese team",207
"65","Barbara Kasprzyk",NA,1,NA,2019-11-10,2019-11-11,FALSE,"Polecam kod SEBA689 zrob pierwsza…","Polecam kod SEBA689 zrob pierwsza transakcje kartą a otrzymasz 15 £/15€","Cześć Barbara!Dziękujemy za pozytywną recenzję!Cieszymy się również, że podoba Ci się nasz program poleceń :)Wszystkiego najlepszego,Zespół Monese",71
"66","Ramūnas Stankus","https://user-images.trustpilot.com/5dc7b179dfa079a68a8b4dee/73x73.png",1,NA,2019-11-10,NA,NA,"Praesent nec erat convallis","Lorem ipsum dolor sit amet, consectetur adipiscing elit.",NA,56
"67","Mateusz Karpiński","https://user-images.trustpilot.com/5a61eef30000ff000b031a76/73x73.png",2,NA,2019-11-09,2019-11-11,TRUE,"...ok","...jest ok...",NA,13
"68","Pamela Brenda",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Fab bank easy to use no problems ever","Fab bank easy to use no problems ever",NA,37
"69","Luis Miguel",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Bastante bom","Para quem tem família fora para mim não a melhor que a monese até pelo apoio ao cliente","Cześć Mateusz!Dziękuję za miłą recenzję :)Możesz na nas liczyć, kiedy tylko potrzebujesz!Wszystkiego najlepszego,Zespół Monese",87
"70","Tamas Constantin Florin",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Monese card","Sunt foarte mulțumit de acest card este “excelent”.","Hi Pamela!Perfect! We're happy that you're having a fluid experience :)Thanks for sharing your thoughts with us!All the best,The Monese team",51
"71","Quad Almighty","https://user-images.trustpilot.com/5d6a286f956e097830a29912/73x73.png",6,NA,2019-11-09,2019-11-11,FALSE,"My fintech bank of choice","Nice clean app, good limits for using contactless abroad at interbank rate and free to top up instantly.  Best of all Sign up with code DAVI9445 and get a free £10/€15 credited after first use.  What's not to like , win win.  Keep up the good work Monese :-)","Olá Luis!Obrigado por compartilhar suas experiências conosco :)É sempre bom ver clientes satisfeitos!Estaremos sempre à disposição para o que precisar.Tudo de melhor,Equipe Monese",258
"72","Stefan-Cristian",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Cea mai proasta banca vreau sa sterg…","Cea mai proasta banca vreau sa sterg contul","Bună Tamas!Grozav! Mulțumesc mult că ne-ai împărtășit gândurile cu noi :)Vom fi aici pentru tine!Toate cele bune,Echipa Monese",43
"73","Abdelmalek",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Très bien","Très bonne card","Hi there!Thanks a lot for sharing your experience with us!We're also happy to see that you're enjoying our referral bonus program :)All the best,The Monese team",15
"74","Agata Daniłko","https://user-images.trustpilot.com/5dc6cf7a1e24ef043753994d/73x73.png",1,NA,2019-11-09,2019-11-11,FALSE,"Otwórz konto mobilne Monese","Otwórz konto mobilne Monese, a otrzymasz do 5 EUR (lub równowartość tej kwoty w Twojej walucie). Wystarczy, że użyjesz Twojego kodu zaproszenia...AGATA381. Pobierz aplikację Monese",NA,180
"75","Michał Official",NA,1,NA,2019-11-09,2019-11-11,FALSE,"Użyj kodu MICH5502 aby otrzymać bonus w…","Użyj kodu MICH5502 aby otrzymać bonus w wysokości 15 funtów + 3 funty odemnie po dokonaniu pierwszej płatności kartą. Przeleję ci 3funty jeśli skorzystasz z mojego kodu napisz mi na email mich849@interia. pl swój nr bankowy z monese. Jestem z aplikacją od dłuższego czasu od nie dawna można zamówić kartę za darmo. W nowej wersji zupełnie odmieniony wygląd. Jestem pod wrażeniem. Jak szybko aplikacja się zmienia. Serdecznie zapraszam do skorzystania z tej oferty.Tylko wybierzcie funty bo lepszy przelicznik jest niż euro.","Salut Stefan,Ne pare rău să auzim că nu mai vrei să fii cu noi.Pentru a înțelege ce s-a întâmplat puțin mai bine, o persoană din echipa noastră vă va contacta direct.Toate cele bune,Echipa Monese",523
"76","Mathieu",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Franchement c’est top","Franchement c’est top","Bonjour Abdelmalek!Cool! Nous sommes heureux de connaître votre expérience positive avec notre carte :)Merci de partager vos impressions avec nous!Bonne chance,L'équipe Monese",21
"77","Pepi Huber",NA,3,NA,2019-11-09,NA,NA,"Praesent nec erat convallis","Lorem ipsum dolor sit amet, consectetur adipiscing elit.","Cześć Agata!Cieszymy się, że podoba Ci się nasz program bonusowy!Bardzo dziękuję za pozytywną recenzję :)Wszystkiego najlepszego,Zespół Monese",56
"78","Vasile",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Nice app","Nice app, good communication, highly recommend.","Witaj Michał!Cieszymy się, że podoba Ci się nasz program bonusowy!Dziękujemy za pozytywną recenzję :)Wszystkiego najlepszego,Zespół Monese",47
"79","germano picchio","https://user-images.trustpilot.com/5d655d9d22218ef300f5ed27/73x73.png",1,NA,2019-11-09,NA,NA,"Praesent nec erat convallis","Lorem ipsum dolor sit amet, consectetur adipiscing elit.","Bonjour Mathieu!Parfait! Merci beaucoup pour votre aimable critique :)Cela signifie beaucoup pour nous d'avoir des clients satisfaits!Bonne chance,L'équipe Monese",56
"80","Jose Pedro",NA,1,NA,2019-11-09,2019-11-11,TRUE,"Excelente","Excelente, sou cliente recente mas are ao momento estou bastante satisfeito com todos os serviços que utilizei.",NA,111
"81","Serge Thierry",NA,1,NA,2019-11-08,2019-11-11,TRUE,"Très bonne bank","Très bonne bank","Bonjour Serge!Parfait, nous sommes heureux d'apprendre que votre expérience est fluide :)Merci de partager vos pensées avec nous!Bonne chance,L'équipe de Monese",15
"82","Eric Brice",NA,1,NA,2019-11-08,2019-11-11,TRUE,"Je recommande Monese à tout le monde","Je recommande Monese à tout le monde","Bonjour Eric!Merci beaucoup pour votre avis!Nous sommes heureux d'apprendre que vous partagez votre expérience positive avec les autres :)Comptez sur nous chaque fois que vous avez besoin.Bonne chance,L'équipe de Monese",36
"83","Jiri",NA,1,NA,2019-11-08,2019-11-11,TRUE,"It is super👍","It is super👍","Hello Jiri!Seems like you're enjoying Monese but you only left us 01 star!Please let our support team know if you have any problems or feedback :)All the best,The Monese team",12
"84","Iwona",NA,1,NA,2019-11-08,2019-11-11,TRUE,"Szybko sprawnie bez zarzutu","Szybko sprawnie bez zarzutu","Cześć Iwona!Doskonały! Cieszymy się, że masz pozytywne doświadczenia :)Wielkie dzięki za recenzję!Wszystkiego najlepszego,Zespół Monese",27
"85","Manfred",NA,1,NA,2019-11-08,2019-11-11,TRUE,"Guter Service","Guter Service, aber leider viel zu selten das man auch mal Deutschsprachigen Ansprechpartner bekommt das macht den Service in der Regel sehr Zeitintensiv, und ich sehe immer noch keine Veränderung betreffend des Europäischen IBAN Systems","Hallo Manfred!Vielen Dank für Ihre BewertungBitte denken Sie daran, wenn Sie Deutsch sprechen möchten, wenn Sie uns anrufen,Sie müssen lediglich einen deutschen Anruf bei der Person beantragen, die Ihren Anruf annimmt. Ein deutscher Sprecher ruft Sie dann so schnell wie möglich zurück :)Die europäischen IBANs haben jetzt ihren Sitz in Belgien, wodurch wir Kunden mit Sitz in Europa verschiedene andere Funktionen zur Verfügung stellen können.Alles Gute,Das Monese-Team",237
"86","Sonia Jose","https://user-images.trustpilot.com/5dc5a81549cde182004a1f4a/73x73.png",1,NA,2019-11-08,2019-11-11,TRUE,"Podia dar 5* mas como não recebo o…","Podia dar 5* mas como não recebo o saldo de ter aderido aplicação estou pouco satisfeita","Olá Sonia!Pedimos desculpas por qualquer dificuldade que tenha passado utilizado o nosso programa de indicação.Vale lembrar que o código de indicação deve ser aplicado sempre na etapa inicial da abertura da conta. Caso o código seja aplicado posteriormente, ou com a conta já aberta, ele torna-se inválido e então o bonus não é aplicado.Uma pessoa do nosso time aparentemente já lhe contatou diretamente para explicar o que houve com mais detalhes :)Tudo de melhor,Equipe Monese",88
"87","Declan Robins",NA,2,NA,2019-11-08,2019-11-08,TRUE,"Bang on does exactly as it says","Bang on does exactly as it says","Hello Declan!Thanks for your feedback! We're happy to hear that your experience has been smooth so far. Count on us whenever you need :)All the best,The Monese team",31
"88","Eliseu Madalena Corrêa",NA,2,NA,2019-11-08,2019-11-08,FALSE,"Terrível","Terrível. Tudo vai bem até o primeiro problema, demora na solução chat do app não funciona, um banco pra quem não se importa com seu dinheiro!","Olá Eliseu!Pedimos sinceras desculpas por qualquer transtorno causado. Tentamos ao máximo disponibilizar uma experiência fluida aos nossos clientes mas, algumas vezes, casos isolados ou situações específicas podem acontecer.Podemos ver que você já está em contato com nosso time e que o tratamento do problema está em andamento, perfeito. Recomendamos que providencie as informações solicitadas o quanto antes e então tudo deverá ser resolvido.Agradecemos por sua compreensão!Tudo de melhor,Equipe Monese",142
"89","Stefan","https://user-images.trustpilot.com/5a199b420000ff000ae79522/73x73.png",2,NA,2019-11-08,2019-11-08,FALSE,"Je conseille vraiment ! 10 € offerts !","Je conseille vraiment !!!! Rapide, très simple et efficace ! De plus, si vous utilisez ce code STEFA149, vous avez 10 € offerts à l’ouverture de votre compte après une première transition ! 😀 Vous effectuez un premier achat avec votre carte de n'importe quel montant et vous êtes immédiatement crédité de 10 € sur votre compte Monese! Coool non? :)","Bonjour Stefan!Merci beaucoup pour votre aimable critique :)Nous sommes heureux de constater que vous profitez de notre programme de bonus de parrainage!Bonne chance,L'équipe Monese",348
"90","Stéphane",NA,3,NA,2019-11-08,2019-11-08,FALSE,"I really advise !!!","I really advise !!!! Fast, very simple and effective! : D Moreover, if you use this code STEFA149, you have 10£ (€) offered at the opening of your account after a first transition! 😀","Hey there, Stéphane!Awesome! We're happy to hear about your positive experience :)Also nice to know that you're enjoying our referral program!Thanks for sharing your thoughts with us. All the best,The Monese team",182
"91","A.",NA,1,NA,2019-11-08,2019-11-08,TRUE,"Sehr zum Empfehlen mit ADRI1863 Code 15 € Eröffnungsbonus","Sehr zum Empfehlen mit ADRI1863 Code 15€ Eröffnungsbonus (Code ist Immer Gültig)Super Einfache und Schnelle Kontoeröffnung Karte war nach 3 Tagen im Briefkasten Blitzschnell Aufgeladen, und Sofort ist die Monese Karte Einsatzbereit Sogar ohne Monatlichiche kosten Ohne Bonitätsprüfung usw. Überweisungen werden sehr schnell bearbeitet und Realisiert Bin Begeistert! Bei ersten Registrierung Bitte Denn Code ADRI1863 Eingeben(Code ist Immer Nutzbar egal wie Offt! ) Gibt es 15€ Eröffnungsbonus Auf das Neue Konto noch Drauf! Was will mann mehr","Hallo!Danke für das positive Feedback! Wir freuen uns auch, dass Sie unser Empfehlungsbonusprogramm genießen :)Vielen Dank für Ihre Bewertung!Alles Gute,Das Monese-Team",542
"92","piotr obuchowski",NA,1,NA,2019-11-08,2019-11-08,FALSE,"My account has blocked second time with…","My account has been blocked second time with no reason. This time after receiving 300£ from my friend. Customer service not helpful at all.it is only illusion of customer service. My account is frozen again and I have to wait for compliance team which obviously will not respond like it was at first time. I had to call and get manager on line who eventually helped me. Let see how long it will take this time. 300£ !!!! Ridiculous ...And of course you will not get the number to contact compliance team.you have to wait for their response...tell it to my direct debit payments.p.s. I wish I could get response from monese as quick as I got here... and to be clear I didn’t get any email or text that my account has been blocked. I found out it on Atm...Account has been blocked automatically due the security reason??? 3 days after still blocked...if rely only on this account you will be disappointed like I am now.funds are frozen,direct debit for insurance didn’t go through, loan instalment hasn’t go through...and no further explanation apart of: your account has been blocked automatically","Hello Piotr,Our sincerest apologies for any inconvenience caused to you in this situation. Please know that accounts are only suspended to comply with the regulations. You can always find more details in our Terms at monese.com/terms - sections 14 and 15. You will surely receive communication regarding your account status from our compliance team. As soon as this happens, we recommend you to kindly reply to their email directly if you like to discuss your account further, as we cannot comment on any account specifics on a public platform. We appreciate your understanding.All the best,The Monese team",1096
