"X","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength","id","sentiment"
383,"Emanuela Morando","https://user-images.trustpilot.com/5da5d31c8455a34121c2146b/73x73.png",1,NA,"2019-10-15","2019-10-17",TRUE,"Mi sa che mi sono sbagliata sulla bontà del conto"," mi avevano parlato bene di questo conto , avrei accreditato anche la pensione ma ora davvero non lo far ","Gentile Emanuela,ci dispiace molto per quanto accaduto. Il team di pagamenti ha trattenuto il suo pagamento per effettuare un controllo di routine. Il motivo è che, di tanto in tanto, siamo tenuti ad effettuare dei controlli per garantire che il nostro servizio sia sicuro per tutti. Questi controlli sono obbligatori e in linea con gli standard industriali stabiliti dal nostro ente di regolazione. Confidiamo nella sua pazienza mentre il team dei pagamenti si occupa di verificare manualmente i documenti.Deve aver ricevuto un'email contenente tutte le informazioni pertinenti da parte del suddetto team. Se ha delle domande, la preghiamo di contattare il team dell'assistenza, in quanto noi non possiamo discutere di questioni legate al conto tramite una piattaforma pubblica.Ci scusiamo per i disagi.Cordiali saluti,Il team Monese",987,383,-0.780346820809249
391,"Laurentiu",NA,2,NA,"2019-10-14",NA,TRUE,"Monese review"," the app and service has potential",NA,204,391,-0.780346820809249
400,"Betania Mata","https://user-images.trustpilot.com/5da49faadbd5c25f63870bbe/73x73.png",1,NA,"2019-10-14","2019-10-15",FALSE,"They blocked my account with 77Gbp in…","they blocked my account with gbp in it more than  weeks ago, i have sent them  emails and they have never replied they offer no solution possible scammers",NA,158,400,-0.664739884393064
401,"Gustavo David","https://user-images.trustpilot.com/5da49d820c0a7b8317fc47df/73x73.png",1,NA,"2019-10-14",NA,FALSE,"Monese has blocked my account and for…","monese has blocked my account and for more than  month they have not answered my emails or offered me any solution",NA,172,401,-0.722543352601156
403,"Guilherme",NA,1,NA,"2019-10-14",NA,TRUE,"Possui limitações","achei o limite de saque de  euros baixo.quando fiz uma transferncia o campo de identificao apresentou um limite de caracteres inferior ao que consigo adicionar em outros bancos",NA,373,403,-1.21387283236994
416,"Nick Nick",NA,1,NA,"2019-10-14","2019-10-16",TRUE,"Disappointed"," i hope they are not running away with my money",NA,395,416,-0.144508670520231
417,"Marius Adomaitis","https://user-images.trustpilot.com/5da3a88b0c0a7b420bfbc69c/73x73.png",1,NA,"2019-10-13","2019-10-14",FALSE,"scamming a funds","friend from denmark sent me  dkk, now second week nothing appear on my account","Hello, Nick,We are sorry you had to leave this review. The reason your payment could be held is that we have to run checks every now and then to make sure that our service is safe to use for everyone. These checks are compulsory and in line with industry standards as set by our regulator. Unfortunately we have been unable to get in contact with you to look into the situation.We apologise for the inconvenience!All the best,The Monese Team",178,417,-0.317919075144509
435,"Martin Mensen",NA,2,NA,"2019-10-12","2019-10-21",TRUE,"Money in pending 1 week","i transfered some money  days ago","Hello, Martin,We are extremely upset to hear about this negative experience. Your payment could have been held with our payments team for a routine check. The reason is that we have to run checks every now and then to make sure that our service is safe to use for everyone. These checks are compulsory and in line with industry standards as set by our regulator. However we apologise for the delays in getting back to you, t appears you didn't receive the high level of support we aim to provide to all our customers. We apologise again for all the inconveniences caused.Sincerely,The Monese Team",229,435,-0.433526011560694
440,"Madalina",NA,1,NA,"2019-10-12",NA,TRUE,"Nu am nici o experienta","bun dimineaa ma numesc cristior mdlina i sunt foarte mulumit i bucuroas fiindc am gsit aceast aplicaie deoarece l consider un mic ajutor financiar eu sunt casnic i am un bebe mic deabea pot sa fac fa situaiei cu tot cei trebuie!! mulumesc frumos anticipat",NA,329,440,-0.780346820809249
444,"Balazs Simon",NA,4,NA,"2019-10-11","2019-10-14",FALSE,"I started using Monese because it was…"," i tried to transfer a few hundred pounds to my bank account from my monese balance","Hello, Balazs,We are extremely sorry to hear about the negative experience. The reason your payment wasn't cleared immediately is that we have to run checks every now and then to make sure that our service is safe to use for everyone. These checks are compulsory and in line with industry standards as set by our regulator. We appreciate your patience while our payments team manually verified it. We sincerely apologise for the inconvenience caused to you by this situation. We're very sorry to hear you are unhappy with our service, especially with the response times from our support team. We take this feedback very seriously and are currently looking into your situation.All the best,The Monese Team",925,444,-0.433526011560694
461,"Karl Ernst",NA,1,NA,"2019-10-10",NA,TRUE,"PRIMUS inter pares Konto","umfangreiches leistungspaket bei allen drei kontomodellen, schnelle zustellung der debit karte, bersichtliche app und dadurch einfache handhabung der einzelnen funktionen, eignet sich auch als erst-/hauptkonto. hhere limits bei ein- und auszahlung in allen drei kontomodellen wre wnschenswert",NA,360,461,-0.92485549132948
462,"Belle Gabriellaa","https://user-images.trustpilot.com/5d72151907da0754fb48614b/73x73.png",3,NA,"2019-10-10",NA,TRUE,"Avoid...... Scammed me out of signup promo","put in promo code for  for signing up and making transaction, didn't get money, first they say i didn't put promo code, then they say i have but not when signing up",NA,339,462,-0.433526011560694
470,"Anon",NA,5,NA,"2019-10-09",NA,TRUE,"Set up the account in minutes on a…","set up the account in minutes on a sunday afternoon, card arrived on tuesday. have used it and love the features itemising my spending",NA,153,470,-0.346820809248555
477,"Anonymous",NA,3,NA,"2019-10-09",NA,FALSE,"This is a very intuitive app"," mush cleaner that the usual banking app and must more like the revolut and monzo set up but with added functionality such as naming of bank accounts for payments out, this makes repeat payments much easier to locate than monzo for instance. the card looks good and is currently free, there was no issues with loading the card to applepay and the added security features are reassuring",NA,510,477,1.79190751445087
482,"Andu Gradu","https://user-images.trustpilot.com/5c18978f6291ac82eded2cff/73x73.png",2,NA,"2019-10-09",NA,TRUE,"BANK account","if u need a bank account and a card quickly, monese is the solution",NA,131,482,-0.491329479768786
485,"Rihards",NA,2,NA,"2019-10-09",NA,TRUE,"Where is my money for inv and first buy…","where is my money for inv and first buy in market?",NA,50,485,-0.433526011560694
488,"Justinas",NA,1,NA,"2019-10-08",NA,TRUE,"Everything you need","fast card delivery and i love that you can add the card to apple wallet",NA,166,488,0
489,"Attila Vén",NA,1,NA,"2019-10-08",NA,FALSE,"Open an account using my code","very easy to set up an account in the uk using only the monese mobile app. once opened, you can manage your account using your smartphone.open an account using my code: attil and earn ",NA,219,489,-0.0867052023121389
490,"Anton",NA,1,NA,"2019-10-08",NA,TRUE,"Simple way to transfer and use you…","simple way to transfer and use you finances",NA,44,490,-0.780346820809249
504,"Edvinas Mikalajunas",NA,1,NA,"2019-10-07","2019-10-14",FALSE,"Still waiting money...","still waiting money to appear in my account. hope to get my money soon","Hello, Edvinas,We are sorry to hear about your negative experience. We can see that you have already been in touch with our customer support team and you were advised on the status of your transfer. Please get in touch with our support team again if you need any further clarifications.We apologise for the inconvenience.All the best,The Monese Team",228,504,-0.144508670520231
508,"Robert",NA,1,NA,"2019-10-07",NA,TRUE,"Very easy and fast to open account","very easy and fast to open account",NA,70,508,-0.317919075144509
511,"Daniel",NA,2,NA,"2019-10-07",NA,FALSE,"If you sign up with my invite code we both get a free £15"," i have not had any problems with their app and i'm happy to use it as a second bank account for puchases when travelling etc",NA,238,511,-0.635838150289017
515,"Dwayne Johnson",NA,1,NA,"2019-10-06",NA,FALSE,"Iv had this account for less then a…","iv had this account for less then a month an i have been charged nearly  in fees and trying to get this sorted is impossible they are just robbing people its a joke stay clear im removing myself from this service",NA,217,515,-0.433526011560694
516,"Patrick",NA,1,NA,"2019-10-06","2019-10-14",TRUE,"Was told when I joined and spent money…","was told when i joined and spent money using the debit card i would receive  however this is yet to happen","Hello, Patrick,Sorry to hear that! We can see that you received the bonus on your account without any issues.If you have any questions regarding this, do not hesitate to give our support team a call on any of the numbers listed here: monese.com/contact.All the best,The Monese Team",109,516,-0.23121387283237
